keywords,노출수,클릭수,ratio,period
LGU+전화당겨받기,5,0,0,2021-04-01
LGU+전화당겨받기,2,0,0,2021-05-01
LGU+전화당겨받기,2,0,0,2021-06-01
LGU+전화당겨받기,3,0,0,2021-07-01
LGU+전화당겨받기,2,0,0,2021-08-01
LGU+전화당겨받기,2,0,0,2021-09-01
LGU+전화당겨받기,1,0,0,2021-11-01
LGU+전화당겨받기,9,0,0,2021-12-01
LGU+전화당겨받기,3,0,0,2022-01-01
LGU+전화당겨받기,3,0,0,2022-02-01
LGU+전화당겨받기,4,0,0,2022-03-01
LGU+전화당겨받기,5,0,0,2022-04-01
LGU+전화당겨받기,1,0,0,2022-05-01
LGU+전화당겨받기,4,0,0,2022-06-01
LGU+전화당겨받기,5,0,0,2022-07-01
LGU+전화당겨받기,6,0,0,2022-08-01
LGU+전화당겨받기,5,0,0,2022-10-01
LGU+전화당겨받기,1,0,0,2022-11-01
LGU+전화당겨받기,2,0,0,2022-12-01
LGU+전화상담,1,0,0,2021-05-01
LGU+전화상담,4,0,0,2021-06-01
LGU+전화상담,1,0,0,2021-07-01
LGU+전화상담,3,0,0,2021-08-01
LGU+전화상담,7,0,0,2021-09-01
LGU+전화상담,1,0,0,2021-10-01
LGU+전화상담,1,0,0,2021-11-01
LGU+전화상담,5,2,0,2021-12-01
LGU+전화상담,3,0,0,2022-01-01
LGU+전화상담,9,0,0,2022-02-01
LGU+전화상담,8,0,0,2022-03-01
LGU+전화상담,7,0,0,2022-04-01
LGU+전화상담,2,0,0,2022-05-01
LGU+전화상담,3,0,0,2022-06-01
LGU+전화상담,4,0,0,2022-07-01
LGU+전화상담,5,0,0,2022-08-01
LGU+전화상담,6,0,0,2022-09-01
LGU+전화상담,4,0,0,2022-10-01
LGU+전화상담,5,0,0,2022-11-01
LGU+전화상담,2,0,0,2022-12-01
LGU+전화착신,2,0,0,2021-02-01
LGU+전화착신,5,0,0,2021-03-01
LGU+전화착신,4,0,0,2021-04-01
LGU+전화착신,3,0,0,2021-05-01
LGU+전화착신,3,0,0,2021-06-01
LGU+전화착신,5,0,0,2021-07-01
LGU+전화착신,8,0,0,2021-08-01
LGU+전화착신,4,0,0,2021-09-01
LGU+전화착신,2,0,0,2021-10-01
LGU+전화착신,2,0,0,2021-11-01
LGU+전화착신,7,0,0,2021-12-01
LGU+전화착신,1,0,0,2022-01-01
LGU+전화착신,5,0,0,2022-02-01
LGU+전화착신,9,0,0,2022-03-01
LGU+전화착신,8,0,0,2022-04-01
LGU+전화착신,6,0,0,2022-05-01
LGU+전화착신,5,0,0,2022-06-01
LGU+전화착신,3,0,0,2022-07-01
LGU+전화착신,10,1,0,2022-08-01
LGU+전화착신,3,0,0,2022-09-01
LGU+전화착신,5,0,0,2022-10-01
LGU+전화착신,4,0,0,2022-11-01
LGU+전화착신,9,0,0,2022-12-01
LGU+제휴카드,224,12,0,2021-01-01
LGU+제휴카드,206,13,0,2021-02-01
LGU+제휴카드,458,13,0,2021-03-01
LGU+제휴카드,520,21,0,2021-04-01
LGU+제휴카드,489,23,0,2021-05-01
LGU+제휴카드,446,15,0,2021-06-01
LGU+제휴카드,455,9,0,2021-07-01
LGU+제휴카드,642,7,0,2021-08-01
LGU+제휴카드,442,7,0,2021-09-01
LGU+제휴카드,475,2,0,2021-10-01
LGU+제휴카드,317,7,0,2021-11-01
LGU+제휴카드,299,1,0,2021-12-01
LGU+제휴카드,504,7,0,2022-01-01
LGU+제휴카드,663,9,0,2022-02-01
LGU+제휴카드,475,9,0,2022-03-01
LGU+제휴카드,478,30,0,2022-04-01
LGU+제휴카드,395,24,0,2022-05-01
LGU+제휴카드,57,20,0,2022-06-01
LGU+제휴카드,103,32,0,2022-07-01
LGU+제휴카드,358,33,0,2022-08-01
LGU+제휴카드,399,21,0,2022-09-01
LGU+제휴카드,577,30,0,2022-10-01
LGU+제휴카드,584,25,0,2022-11-01
LGU+제휴카드,488,13,0,2022-12-01
LGU+제휴카드통신비할인,1,0,0,2021-03-01
LGU+제휴할인,1,0,0,2021-01-01
LGU+제휴할인,4,0,0,2021-03-01
LGU+제휴할인,2,0,0,2021-04-01
LGU+제휴할인,4,0,0,2021-05-01
LGU+지능형CCTV,16,3,0,2021-01-01
LGU+지능형CCTV,26,5,0,2021-02-01
LGU+지능형CCTV,18,4,1,2021-03-01
LGU+지능형CCTV,27,5,0,2021-04-01
LGU+지능형CCTV,19,0,0,2021-05-01
LGU+지능형CCTV,17,1,0,2021-06-01
LGU+지능형CCTV,26,7,1,2021-07-01
LGU+지능형CCTV,46,2,0,2021-08-01
LGU+지능형CCTV,14,2,0,2021-09-01
LGU+지능형CCTV,22,0,0,2021-10-01
LGU+지능형CCTV,28,0,0,2021-11-01
LGU+지능형CCTV,22,2,0,2021-12-01
LGU+지능형CCTV,18,1,0,2022-01-01
LGU+지능형CCTV,14,0,0,2022-02-01
LGU+지능형CCTV,13,0,0,2022-03-01
LGU+지능형CCTV,20,1,0,2022-04-01
LGU+지능형CCTV,28,0,0,2022-05-01
LGU+지능형CCTV,26,0,0,2022-06-01
LGU+지능형CCTV,30,0,0,2022-07-01
LGU+지능형CCTV,34,2,0,2022-08-01
LGU+지능형CCTV,28,0,0,2022-09-01
LGU+지능형CCTV,27,1,0,2022-10-01
LGU+지능형CCTV,17,0,0,2022-11-01
LGU+지능형CCTV,39,4,1,2022-12-01
LGU+카드결제기,1,0,0,2021-06-01
LGU+카드결제기,1,0,0,2021-09-01
LGU+카드결제기,1,0,0,2021-11-01
LGU+카드결제기,1,0,0,2022-04-01
LGU+카드결제기,1,0,0,2022-09-01
LGU+카드결제기,1,0,0,2022-12-01
LGU+카드단말기,5,0,0,2021-01-01
LGU+카드단말기,3,1,0,2021-02-01
LGU+카드단말기,11,0,0,2021-03-01
LGU+카드단말기,9,1,0,2021-04-01
LGU+카드단말기,4,0,0,2021-05-01
LGU+카드단말기,7,0,0,2021-06-01
LGU+카드단말기,6,0,0,2021-07-01
LGU+카드단말기,12,1,0,2021-08-01
LGU+카드단말기,5,0,0,2021-09-01
LGU+카드단말기,7,2,0,2021-10-01
LGU+카드단말기,11,1,0,2021-11-01
LGU+카드단말기,8,1,0,2021-12-01
LGU+카드단말기,21,2,0,2022-01-01
LGU+카드단말기,5,0,2,2022-02-01
LGU+카드단말기,13,3,0,2022-03-01
LGU+카드단말기,14,0,0,2022-04-01
LGU+카드단말기,13,4,0,2022-05-01
LGU+카드단말기,14,1,0,2022-06-01
LGU+카드단말기,10,0,0,2022-07-01
LGU+카드단말기,13,0,0,2022-08-01
LGU+카드단말기,2,0,0,2022-09-01
LGU+카드단말기,26,1,0,2022-10-01
LGU+카드단말기,12,0,0,2022-11-01
LGU+카드단말기,10,1,0,2022-12-01
LGU+카드리더기,1,0,0,2021-01-01
LGU+카드리더기,1,0,0,2021-02-01
LGU+카드리더기,3,0,0,2021-03-01
LGU+카드리더기,2,1,0,2021-04-01
LGU+카드리더기,1,0,0,2021-05-01
LGU+카드리더기,1,1,0,2021-06-01
LGU+클라우드CCTV,1,0,0,2021-02-01
LGU+클라우드CCTV,1,0,0,2021-05-01
LGU+클라우드CCTV,1,2,0,2021-06-01
LGU+클라우드레코딩,1,0,0,2021-02-01
LGU+클라우드레코딩,2,0,0,2021-06-01
LGU+클라우드레코딩,2,1,0,2021-08-01
LGU+클라우드레코딩,1,0,0,2021-09-01
LGU+클라우드레코딩,2,0,0,2021-12-01
LGU+클라우드레코딩,1,0,0,2022-02-01
LGU+클라우드레코딩,1,0,0,2022-04-01
LGU+클라우드레코딩,4,1,0,2022-08-01
LGU+클라우드레코딩,3,1,0,2022-09-01
LGU+클라우드레코딩,2,0,0,2022-11-01
LGU+클라우드레코딩,1,0,0,2022-12-01
LGU+키폰,12,1,0,2021-10-01
LGU+키폰,17,0,0,2021-11-01
LGU+키폰,19,0,0,2021-12-01
LGU+키폰,20,0,0,2022-01-01
LGU+키폰,16,0,0,2022-02-01
LGU+키폰,24,1,0,2022-03-01
LGU+키폰,15,1,0,2022-04-01
LGU+키폰,10,0,0,2022-05-01
LGU+키폰,24,1,0,2022-06-01
LGU+키폰,19,0,0,2022-07-01
LGU+키폰,23,2,0,2022-08-01
LGU+키폰,17,0,0,2022-09-01
LGU+키폰,12,0,0,2022-10-01
LGU+키폰,23,0,0,2022-11-01
LGU+키폰,16,1,0,2022-12-01
LGU+키폰단축키,1,0,0,2021-05-01
LGU+키폰단축키,1,0,0,2021-06-01
LGU+통신료할인,1,0,0,2021-01-01
LGU+통신료할인,1,0,0,2021-02-01
LGU+통신료할인,1,0,0,2021-03-01
LGU+통신료할인,2,0,0,2021-04-01
LGU+통신료할인,2,0,0,2021-06-01
LGU+통신료할인,1,0,0,2021-09-01
LGU+통신료할인,2,0,0,2021-10-01
LGU+통신료할인,2,0,0,2022-02-01
LGU+통신료할인,1,0,0,2022-09-01
LGU+통신료할인,1,0,0,2022-10-01
LGU+통신료할인,1,0,0,2022-12-01
LGU+통신비줄이기,1,0,0,2021-03-01
LGU+통신비할인제휴카드,1,1,0,2021-01-01
LGU+통신비할인카드,22,1,0,2021-10-01
LGU+통신비할인카드,45,0,0,2021-11-01
LGU+통신비할인카드,52,1,0,2021-12-01
LGU+통신비할인카드,36,3,0,2022-01-01
LGU+통신비할인카드,133,11,0,2022-02-01
LGU+통신비할인카드,30,0,0,2022-03-01
LGU+통신비할인카드,20,0,0,2022-04-01
LGU+통신비할인카드,25,0,0,2022-05-01
LGU+통신비할인카드,21,1,0,2022-06-01
LGU+통신비할인카드,37,1,0,2022-07-01
LGU+통신비할인카드,38,0,0,2022-08-01
LGU+통신비할인카드,14,0,0,2022-09-01
LGU+통신비할인카드,38,1,0,2022-10-01
LGU+통신비할인카드,48,1,0,2022-11-01
LGU+통신비할인카드,57,9,0,2022-12-01
LGU+통신제휴카드,1,0,0,2021-02-01
LGU+통신제휴카드,1,0,0,2021-03-01
LGU+통신제휴카드,2,0,0,2021-04-01
LGU+통신제휴카드,6,0,0,2021-06-01
LGU+통신제휴카드,4,0,0,2021-08-01
LGU+통신제휴카드,1,0,0,2021-10-01
LGU+통신제휴카드,3,0,0,2022-01-01
LGU+통신제휴카드,3,0,0,2022-02-01
LGU+통신제휴카드,3,0,0,2022-03-01
LGU+통신제휴카드,5,0,0,2022-05-01
LGU+통신제휴카드,1,0,0,2022-06-01
LGU+통신제휴카드,1,0,0,2022-07-01
LGU+통신제휴카드,5,1,0,2022-08-01
LGU+통신제휴카드,4,0,0,2022-09-01
LGU+통신제휴카드,1,0,0,2022-10-01
LGU+통신제휴카드,4,0,0,2022-11-01
LGU+통신할인카드,6,0,0,2021-01-01
LGU+통신할인카드,2,0,0,2021-02-01
LGU+통신할인카드,9,0,0,2021-03-01
LGU+통신할인카드,6,0,0,2021-04-01
LGU+통신할인카드,10,1,0,2021-05-01
LGU+통신할인카드,3,0,0,2021-06-01
LGU+통화연결음,4,0,0,2021-02-01
LGU+통화연결음,12,0,0,2021-03-01
LGU+통화연결음,19,4,0,2021-04-01
LGU+통화연결음,20,1,0,2021-05-01
LGU+통화연결음,24,3,0,2021-06-01
LGU+통화연결음,11,0,0,2021-07-01
LGU+통화연결음,15,0,0,2021-08-01
LGU+통화연결음,19,0,0,2021-09-01
LGU+통화연결음,27,0,0,2021-10-01
LGU+통화연결음,26,1,0,2021-11-01
LGU+통화연결음,39,1,0,2021-12-01
LGU+통화연결음,21,1,0,2022-01-01
LGU+통화연결음,51,3,0,2022-02-01
LGU+통화연결음,33,0,0,2022-03-01
LGU+통화연결음,31,0,0,2022-04-01
LGU+통화연결음,26,1,0,2022-05-01
LGU+통화연결음,27,0,0,2022-06-01
LGU+통화연결음,33,0,0,2022-07-01
LGU+통화연결음,35,0,0,2022-08-01
LGU+통화연결음,27,0,0,2022-09-01
LGU+통화연결음,27,0,0,2022-10-01
LGU+통화연결음,54,0,0,2022-11-01
LGU+통화연결음,53,0,0,2022-12-01
LGU+통화자동녹음,1,0,0,2021-02-01
LGU+통화자동녹음,2,0,0,2021-06-01
LGU+통화자동녹음,1,0,0,2021-07-01
LGU+통화자동녹음,1,0,0,2021-12-01
LGU+통화자동녹음,1,0,0,2022-01-01
LGU+통화자동녹음,1,0,0,2022-03-01
LGU+통화자동녹음,1,0,0,2022-04-01
LGU+통화자동녹음,1,0,0,2022-05-01
LGU+통화자동녹음,1,0,0,2022-06-01
LGU+통화품질,16,0,0,2021-02-01
LGU+통화품질,30,0,0,2021-03-01
LGU+통화품질,30,0,0,2021-04-01
LGU+통화품질,19,1,0,2021-05-01
LGU+통화품질,21,0,0,2021-06-01
LGU+통화품질,33,0,0,2021-07-01
LGU+통화품질,30,0,0,2021-08-01
LGU+통화품질,23,0,0,2021-09-01
LGU+통화품질,13,0,0,2021-10-01
LGU+통화품질,23,0,0,2021-11-01
LGU+통화품질,15,1,0,2021-12-01
LGU+통화품질,21,0,0,2022-01-01
LGU+통화품질,14,0,0,2022-02-01
LGU+통화품질,24,1,0,2022-03-01
LGU+통화품질,24,0,0,2022-04-01
LGU+통화품질,16,0,0,2022-05-01
LGU+통화품질,34,1,0,2022-06-01
LGU+통화품질,33,0,0,2022-07-01
LGU+통화품질,25,0,0,2022-08-01
LGU+티비인터넷,23,7,1,2022-11-01
LGU+티비인터넷,21,4,1,2022-12-01
LGU+패키지,2,0,0,2021-01-01
LGU+패키지,1,0,0,2021-05-01
LGU+팩스,49,0,0,2021-02-01
LGU+팩스,55,1,0,2021-03-01
LGU+팩스,75,2,0,2021-04-01
LGU+팩스,50,0,0,2021-05-01
LGU+팩스,48,0,0,2021-06-01
LGU+팩스,52,0,0,2021-07-01
LGU+팩스,50,0,0,2021-08-01
LGU+팩스,36,0,0,2021-09-01
LGU+팩스,46,1,0,2021-10-01
LGU+팩스,49,0,0,2021-11-01
LGU+팩스,56,0,0,2021-12-01
LGU+팩스,53,0,0,2022-01-01
LGU+팩스,73,0,0,2022-02-01
LGU+팩스,59,2,0,2022-03-01
LGU+팩스,57,1,0,2022-04-01
LGU+팩스,105,4,0,2022-05-01
LGU+팩스,92,5,0,2022-06-01
LGU+팩스,69,1,0,2022-07-01
LGU+팩스,75,3,0,2022-08-01
LGU+팩스,60,1,0,2022-09-01
LGU+팩스,82,0,0,2022-10-01
LGU+팩스,74,0,0,2022-11-01
LGU+팩스,78,1,1,2022-12-01
LGU+팩스번호,1,0,0,2021-02-01
LGU+팩스번호,4,0,0,2021-04-01
LGU+팩스번호,2,0,0,2021-05-01
LGU+팩스번호,3,0,0,2021-06-01
LGU+팩스번호,2,0,0,2021-08-01
LGU+팩스번호,3,0,0,2021-09-01
LGU+팩스번호,1,0,0,2021-10-01
LGU+팩스번호,1,0,0,2021-11-01
LGU+팩스번호,1,0,0,2021-12-01
LGU+팩스번호,2,0,0,2022-01-01
LGU+팩스번호,2,0,0,2022-03-01
LGU+팩스번호,1,0,0,2022-04-01
LGU+팩스번호,1,0,0,2022-07-01
LGU+팩스번호,3,1,0,2022-08-01
LGU+팩스번호,2,0,0,2022-10-01
LGU+팩스번호,1,0,0,2022-11-01
LGU+팩스번호,2,0,0,2022-12-01
LGU+평생번호,1,0,0,2021-05-01
LGU+포스,1,1,0,2021-04-01
LGU+포스,1,0,0,2021-05-01
LGU+포스기,2,0,0,2021-01-01
LGU+포스기,3,0,0,2021-04-01
LGU+포스기,2,0,0,2021-05-01
LGU+포스기,4,0,0,2021-06-01
LGU+할인,44,1,0,2021-01-01
LGU+할인,36,0,0,2021-02-01
LGU+할인,36,0,0,2021-03-01
LGU+할인,15,1,0,2021-04-01
LGU+할인,24,0,0,2021-05-01
LGU+할인,27,0,0,2021-06-01
LGU+할인,30,0,0,2021-07-01
LGU+할인,60,4,0,2021-08-01
LGU+할인,32,0,0,2021-09-01
LGU+할인,41,3,0,2021-10-01
LGU+할인,19,0,0,2021-11-01
LGU+할인,32,0,0,2021-12-01
LGU+할인,30,0,0,2022-01-01
LGU+할인,44,0,0,2022-02-01
LGU+할인,51,2,0,2022-03-01
LGU+할인,24,0,0,2022-04-01
LGU+할인,20,0,0,2022-05-01
LGU+할인,22,0,0,2022-06-01
LGU+할인,42,0,0,2022-07-01
LGU+할인,54,0,0,2022-08-01
LGU+할인,47,0,0,2022-09-01
LGU+할인,52,4,0,2022-10-01
LGU+할인,71,3,0,2022-11-01
LGU+할인,50,1,0,2022-12-01
LGU+할인카드,108,4,0,2021-01-01
LGU+할인카드,82,2,0,2021-02-01
LGU+할인카드,199,6,0,2021-03-01
LGU+할인카드,168,3,0,2021-04-01
LGU+할인카드,165,3,0,2021-05-01
LGU+할인카드,155,0,0,2021-06-01
LGU+할인카드,221,1,0,2021-07-01
LGU+할인카드,220,2,0,2021-08-01
LGU+할인카드,235,0,0,2021-09-01
LGU+할인카드,169,1,0,2021-10-01
LGU+할인카드,204,0,0,2021-11-01
LGU+할인카드,251,3,0,2021-12-01
LGU+할인카드,262,4,0,2022-01-01
LGU+할인카드,264,10,0,2022-02-01
LGU+할인카드,228,8,0,2022-03-01
LGU+할인카드,180,6,0,2022-04-01
LGU+할인카드,157,6,0,2022-05-01
LGU+할인카드,17,4,0,2022-06-01
LGU+할인카드,196,57,0,2022-07-01
LGU+할인카드,284,39,0,2022-08-01
LGU+할인카드,168,7,0,2022-09-01
LGU+할인카드,251,9,0,2022-10-01
LGU+할인카드,233,7,0,2022-11-01
LGU+할인카드,273,5,0,2022-12-01
LGU+혜택,28,0,0,2021-01-01
LGU+혜택,30,0,0,2021-02-01
LGU+혜택,18,1,0,2021-03-01
LGU+혜택,10,0,0,2021-04-01
LGU+혜택,7,1,0,2021-05-01
LGU+혜택,2,0,0,2021-06-01
LGU+혜택,2,0,0,2021-07-01
LGU+혜택,93,6,0,2021-08-01
LGU+혜택,88,2,0,2021-09-01
LGU+혜택,86,6,0,2021-10-01
LGU+혜택,67,7,0,2021-11-01
LGU+혜택,62,1,0,2021-12-01
LGU+혜택,116,5,0,2022-01-01
LGU+혜택,122,5,0,2022-02-01
LGU+혜택,123,6,0,2022-03-01
LGU+혜택,37,5,0,2022-04-01
LGU+혜택,4,0,0,2022-05-01
LGU+혜택,6,0,0,2022-06-01
LGU+혜택,66,0,0,2022-07-01
LGU+혜택,51,0,0,2022-08-01
LGU+혜택,108,7,0,2022-09-01
LGU+혜택,27,3,0,2022-10-01
LGU+혜택,29,1,0,2022-11-01
LGU+혜택,42,5,0,2022-12-01
LGU+회사인터넷,1,0,0,2021-06-01
LGU+회사인터넷,1,1,0,2021-07-01
LGU+회사인터넷,1,0,0,2021-08-01
LGU+회사인터넷,1,0,0,2021-10-01
LGU+회사인터넷,1,1,0,2021-11-01
LGU+회사인터넷,2,0,0,2021-12-01
LGU+회사인터넷,4,0,0,2022-03-01
LGU+회사인터넷,1,0,0,2022-11-01
LGU+회사인터넷,1,0,0,2022-12-01
LGU080,2,0,0,2021-02-01
LGU080,1,0,0,2021-03-01
LGUBIZ,8,0,0,2021-01-01
LGUBIZ,2,0,0,2021-02-01
LGUBIZ,6,0,0,2021-03-01
LGUBIZ,5,0,0,2021-04-01
LGUBIZ,7,1,0,2021-05-01
LGUBIZ,7,0,0,2021-06-01
LGUBIZ,13,0,0,2021-07-01
LGUBIZ,10,0,0,2021-08-01
LGUBIZ,10,0,0,2021-09-01
LGUBIZ,2,0,0,2021-10-01
LGUBIZ,3,0,0,2021-11-01
LGUBIZ,3,0,0,2021-12-01
LGUBIZ,5,0,0,2022-01-01
LGUBIZ,2,0,0,2022-02-01
LGUBIZ,6,1,0,2022-03-01
LGUBIZ,3,0,0,2022-04-01
LGUBIZ,8,0,0,2022-06-01
LGUBIZ,6,0,0,2022-08-01
LGUBIZ,5,0,0,2022-09-01
LGUBIZ,3,0,0,2022-10-01
LGUBIZ,1,0,0,2022-11-01
LGUBIZ,4,0,0,2022-12-01
LGUCCTV,30,5,2,2021-01-01
LGUCCTV,23,4,3,2021-02-01
LGUCCTV,28,8,0,2021-03-01
LGUCCTV,42,7,0,2021-04-01
LGUCCTV,26,5,2,2021-05-01
LGUCCTV,34,4,0,2021-06-01
LGUCCTV,41,8,3,2021-07-01
LGUCCTV,38,8,5,2021-08-01
LGUCCTV,29,11,2,2021-09-01
LGUCCTV,23,5,1,2021-10-01
LGUCCTV,32,2,0,2021-11-01
LGUCCTV,25,2,0,2021-12-01
LGUCCTV,33,9,2,2022-01-01
LGUCCTV,20,3,1,2022-02-01
LGUCCTV,40,8,1,2022-03-01
LGUCCTV,27,8,3,2022-04-01
LGUCCTV,23,5,1,2022-05-01
LGUCCTV,28,4,0,2022-06-01
LGUCCTV,37,7,1,2022-07-01
LGUCCTV,51,12,4,2022-08-01
LGUCCTV,28,5,1,2022-09-01
LGUCCTV,37,2,0,2022-10-01
LGUCCTV,36,6,3,2022-11-01
LGUCCTV,58,9,1,2022-12-01
LGUCDN,2,0,0,2021-03-01
LGUCDN,1,0,0,2021-06-01
LGUCDN,1,0,0,2021-08-01
LGUCDN,2,0,0,2021-09-01
LGUCDN,2,0,0,2021-10-01
LGUCDN,1,0,0,2021-12-01
LGUCDN,1,0,0,2022-11-01
LGUCDN,1,0,0,2022-12-01
LGUCRM,6,1,0,2021-02-01
LGUCRM,6,0,0,2021-03-01
LGUCRM,10,0,0,2021-04-01
LGUCRM,15,1,0,2021-05-01
LGUCRM,9,1,0,2021-06-01
LGUCRM,5,0,0,2021-08-01
LGUCRM,6,3,0,2021-09-01
LGUCRM,5,1,0,2021-10-01
LGUCRM,6,0,0,2021-11-01
LGUCRM,2,1,0,2021-12-01
LGUCRM,1,0,0,2022-01-01
LGUCRM,3,0,0,2022-02-01
LGUCRM,11,3,0,2022-03-01
LGUCRM,5,0,0,2022-04-01
LGUCRM,7,0,0,2022-05-01
LGUCRM,1,0,0,2022-06-01
LGUCRM,2,0,0,2022-07-01
LGUCRM,3,0,0,2022-08-01
LGUCRM,6,0,0,2022-09-01
LGUCRM,6,2,0,2022-10-01
LGUCRM,6,0,0,2022-11-01
LGUCRM,4,0,0,2022-12-01
LGUFAX,1,0,0,2021-02-01
LGUFAX,2,1,0,2021-03-01
LGUFAX,1,0,0,2021-04-01
LGUFAX,2,1,0,2021-05-01
LGUFAX,1,0,0,2021-06-01
LGUFAX,1,0,0,2021-07-01
LGUFAX,4,0,0,2021-09-01
LGUFAX,4,0,0,2021-10-01
LGUFAX,1,0,0,2021-11-01
LGUFAX,1,0,0,2021-12-01
LGUFAX,2,0,0,2022-01-01
LGUFAX,1,0,0,2022-02-01
LGUFAX,1,0,0,2022-03-01
LGUFAX,2,0,0,2022-05-01
LGUFAX,2,0,0,2022-07-01
LGUIDC,3,0,0,2021-10-01
LGUIDC,3,0,0,2021-11-01
LGUIDC,3,0,0,2021-12-01
LGUIDC,4,0,0,2022-01-01
LGUIDC,4,0,0,2022-02-01
LGUIDC,1,0,0,2022-03-01
LGUIDC,4,0,0,2022-04-01
LGUIDC,10,0,0,2022-05-01
LGUIDC,4,0,0,2022-06-01
LGUIDC,9,0,0,2022-07-01
LGUIDC,2,1,0,2022-08-01
LGUIDC,4,0,0,2022-09-01
LGUIDC,2,0,0,2022-10-01
LGUIDC,6,0,0,2022-11-01
LGUIDC,1,0,0,2022-12-01
LGULTE라우터,1,0,0,2021-03-01
LGULTE라우터,1,0,0,2021-05-01
LGULTE라우터,2,0,0,2021-06-01
LGULTE라우터,2,0,0,2021-07-01
LGULTE라우터,2,0,0,2021-08-01
LGULTE라우터,3,0,0,2022-01-01
LGULTE라우터,1,1,0,2022-03-01
LGULTE라우터,2,0,0,2022-04-01
LGULTE라우터,4,0,0,2022-05-01
LGULTE라우터,2,0,0,2022-06-01
LGULTE라우터,3,0,0,2022-09-01
LGULTE라우터,2,0,0,2022-12-01
LGUPLUS,3339,422,6,2021-01-01
LGUPLUS,3036,475,1,2021-02-01
LGUPLUS,2511,259,0,2021-03-01
LGUPLUS,2421,280,2,2021-04-01
LGUPLUS,2705,512,7,2021-05-01
LGUPLUS,2342,296,1,2021-06-01
LGUPLUS,2114,183,0,2021-07-01
LGUPLUS,1535,29,0,2021-08-01
LGUPLUS,723,10,0,2021-09-01
LGUPLUS,1004,8,0,2021-10-01
LGUPLUS,749,12,1,2021-11-01
LGUPLUS,872,12,0,2021-12-01
LGUPLUS,976,23,0,2022-01-01
LGUPLUS,2186,124,0,2022-02-01
LGUPLUS,1650,61,0,2022-03-01
LGUPLUS,1107,37,1,2022-04-01
LGUPLUS,1378,112,8,2022-05-01
LGUPLUS,1329,141,0,2022-06-01
LGUPLUS,1599,185,12,2022-07-01
LGUPLUS,2532,299,10,2022-08-01
LGUPLUS,3332,357,17,2022-09-01
LGUPLUS,2741,343,11,2022-10-01
LGUPLUS,2313,272,7,2022-11-01
LGUPLUS,2089,276,8,2022-12-01
LGUPLUSCCTV,5,0,0,2021-01-01
LGUPLUSCCTV,4,0,0,2021-02-01
LGUPLUSCCTV,6,0,0,2021-03-01
LGUPLUSCCTV,5,2,1,2021-05-01
LGUPLUSCCTV,1,1,0,2021-06-01
LGUPLUSCCTV,5,0,0,2021-07-01
LGUPLUSCCTV,4,1,0,2021-08-01
LGUPLUSCCTV,1,1,0,2021-09-01
LGUPLUSCCTV,3,0,0,2021-10-01
LGUPLUSCCTV,4,1,0,2021-11-01
LGUPLUSCCTV,5,0,0,2022-01-01
LGUPLUSCCTV,3,1,0,2022-02-01
LGUPLUSCCTV,6,0,0,2022-03-01
LGUPLUSCCTV,3,0,0,2022-04-01
LGUPLUSCCTV,3,0,0,2022-05-01
LGUPLUSCCTV,5,1,0,2022-06-01
LGUPLUSCCTV,4,0,0,2022-07-01
LGUPLUSCCTV,2,1,0,2022-08-01
LGUPLUSCCTV,2,0,0,2022-09-01
LGUPLUSCCTV,3,0,0,2022-11-01
LGUPLUSCCTV,2,0,0,2022-12-01
LGUPLUSIDC,2,0,0,2021-02-01
LGUPLUSIDC,2,0,0,2021-03-01
LGUPLUSIDC,3,0,0,2021-04-01
LGUPLUSIDC,2,0,0,2021-05-01
LGUPLUSIDC,2,0,0,2021-08-01
LGUPLUSIDC,3,0,0,2021-09-01
LGUPLUSIDC,3,0,0,2021-10-01
LGUPLUSIDC,5,0,0,2021-11-01
LGUPLUSIDC,1,0,0,2021-12-01
LGUPLUSIDC,3,0,0,2022-01-01
LGUPLUSIDC,3,0,0,2022-02-01
LGUPLUSIDC,1,0,0,2022-04-01
LGUPLUSIDC,3,0,0,2022-05-01
LGUPLUSIDC,4,0,0,2022-06-01
LGUPLUSIDC,3,0,0,2022-07-01
LGUPLUSIDC,1,0,0,2022-08-01
LGUPLUSIDC,5,0,0,2022-10-01
LGUPLUSIDC,1,0,0,2022-11-01
LGUPLUSIDC,1,0,0,2022-12-01
LGUPLUSLTE라우터,1,0,0,2021-02-01
LGUPLUSLTE라우터,1,0,0,2021-06-01
LGUPLUSLTE라우터,1,0,0,2021-12-01
LGUPLUSLTE라우터,1,0,0,2022-10-01
LGUPLUS가입,2,0,0,2021-01-01
LGUPLUS가입,1,0,0,2021-06-01
LGUPLUS가입,2,0,0,2021-08-01
LGUPLUS가입,1,0,0,2021-11-01
LGUPLUS가입,5,0,0,2022-01-01
LGUPLUS가입,1,0,0,2022-02-01
LGUPLUS가입,3,0,0,2022-05-01
LGUPLUS가입,2,0,0,2022-06-01
LGUPLUS가입,1,0,0,2022-07-01
LGUPLUS가입,2,0,0,2022-08-01
LGUPLUS가입,1,0,0,2022-09-01
LGUPLUS가입,2,1,0,2022-11-01
LGUPLUS가입,4,1,0,2022-12-01
LGUPLUS결합할인,1,0,0,2021-01-01
LGUPLUS결합할인,1,0,0,2021-03-01
LGUPLUS결합할인,2,0,0,2021-04-01
LGUPLUS결합할인,2,0,0,2021-05-01
